1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour bronchite,Taux d'hospitalisations après passages aux urgences pour bronchite,Taux d'actes médicaux SOS médecins pour bronchite
2020-11-23,2020-S48,94,Corse,15-64 ans,0.0,0.0,1714.2857143
2020-11-23,2020-S48,94,Corse,Tous âges,499.58368027,0.0,2298.8505747
2020-11-30,2020-S49,94,Corse,65 ans ou plus,269.54177898,0.0,4615.3846154
2020-11-30,2020-S49,94,Corse,Tous âges,909.84284533,761.4213198,3825.8575198
2020-12-07,2020-S50,94,Corse,00-04 ans,1298.7012987,0.0,14159.292035
2020-12-07,2020-S50,94,Corse,15-64 ans,0.0,0.0,4739.3364929
2020-12-14,2020-S51,94,Corse,65 ans ou plus,1104.9723757,1554.4041451,2739.7260274
2020-12-21,2020-S52,94,Corse,00-04 ans,1063.8297872,0.0,5555.5555556
2020-12-28,2020-S53,94,Corse,15-64 ans,520.83333333,0.0,3636.3636364
2021-01-04,2021-S01,94,Corse,00-04 ans,5357.1428571,0.0,5172.4137931
2021-01-04,2021-S01,94,Corse,Tous âges,870.25316456,1108.033241,2538.787024
2021-01-11,2021-S02,94,Corse,00-04 ans,3846.1538462,8333.3333333,5063.2911392
2021-01-11,2021-S02,94,Corse,05-14 ans,877.19298246,0.0,6976.744186
2021-01-11,2021-S02,94,Corse,Tous âges,637.4501992,791.55672823,4090.2679831
2021-01-18,2021-S03,94,Corse,65 ans ou plus,0.0,0.0,12903.225806
2021-01-25,2021-S04,94,Corse,00-04 ans,2666.6666667,0.0,8333.3333333
2021-02-01,2021-S05,94,Corse,00-04 ans,2352.9411765,0.0,12903.225806
2021-02-01,2021-S05,94,Corse,05-14 ans,833.33333333,0.0,7284.7682119
2021-02-01,2021-S05,94,Corse,15-64 ans,672.94751009,0.0,4798.4644914
2021-02-08,2021-S06,94,Corse,05-14 ans,1010.1010101,0.0,8860.7594937
2021-02-08,2021-S06,94,Corse,65 ans ou plus,586.51026393,1069.5187166,2985.0746269
2021-02-15,2021-S07,94,Corse,15-64 ans,514.13881748,621.11801242,6998.1583794
2021-02-15,2021-S07,94,Corse,65 ans ou plus,1061.0079576,523.56020942,7352.9411765
2021-02-22,2021-S08,94,Corse,65 ans ou plus,0.0,0.0,8219.1780822
2021-03-01,2021-S09,94,Corse,00-04 ans,1250.0,0.0,8000.0
2021-03-01,2021-S09,94,Corse,05-14 ans,0.0,0.0,2919.7080292
2021-03-01,2021-S09,94,Corse,65 ans ou plus,746.26865672,546.44808743,11475.409836
2021-03-15,2021-S11,94,Corse,00-04 ans,4347.826087,8333.3333333,17560.97561
2021-03-15,2021-S11,94,Corse,65 ans ou plus,495.04950495,476.19047619,4109.5890411
2021-03-15,2021-S11,94,Corse,Tous âges,616.0164271,520.83333333,9465.0205761
2021-03-22,2021-S12,94,Corse,00-04 ans,6557.3770492,0.0,14124.293785
2021-03-22,2021-S12,94,Corse,15-64 ans,258.06451613,0.0,5765.7657658
2021-03-22,2021-S12,94,Corse,65 ans ou plus,1228.5012285,492.61083744,5952.3809524
2021-03-22,2021-S12,94,Corse,Tous âges,1043.1154381,256.41025641,8700.0
2021-03-29,2021-S13,94,Corse,00-04 ans,1754.3859649,0.0,12834.224599
2021-03-29,2021-S13,94,Corse,15-64 ans,477.89725209,0.0,5813.9534884
2021-04-05,2021-S14,94,Corse,00-04 ans,2112.6760563,0.0,11409.395973
2021-04-05,2021-S14,94,Corse,05-14 ans,980.39215686,0.0,18461.538462
2021-04-05,2021-S14,94,Corse,15-64 ans,239.80815348,0.0,8688.2453152
2021-04-05,2021-S14,94,Corse,Tous âges,616.43835616,0.0,10471.204188
2021-04-19,2021-S16,94,Corse,15-64 ans,331.49171271,0.0,5394.1908714
2021-04-19,2021-S16,94,Corse,65 ans ou plus,0.0,0.0,2222.2222222
2021-05-03,2021-S18,94,Corse,65 ans ou plus,486.61800487,510.20408163,1851.8518519
2021-05-10,2021-S19,94,Corse,00-04 ans,2941.1764706,0.0,5833.3333333
2021-05-17,2021-S20,94,Corse,15-64 ans,275.98896044,0.0,1391.6500994
2021-05-17,2021-S20,94,Corse,65 ans ou plus,200.4008016,0.0,9836.0655738
2021-05-24,2021-S21,94,Corse,05-14 ans,3658.5365854,0.0,4571.4285714
2021-05-24,2021-S21,94,Corse,15-64 ans,455.78851413,0.0,3435.1145038
2021-05-24,2021-S21,94,Corse,65 ans ou plus,209.20502092,0.0,3846.1538462
2021-05-31,2021-S22,94,Corse,15-64 ans,339.27056828,446.42857143,2676.8642447
2021-05-31,2021-S22,94,Corse,Tous âges,658.56129686,790.51383399,3232.9988852
2021-06-07,2021-S23,94,Corse,15-64 ans,160.77170418,0.0,3420.5231388
2021-06-07,2021-S23,94,Corse,Tous âges,383.69304556,0.0,4491.7257683
2021-06-14,2021-S24,94,Corse,00-04 ans,4054.0540541,0.0,8208.9552239
2021-06-14,2021-S24,94,Corse,05-14 ans,602.40963855,0.0,2343.75
2021-06-21,2021-S25,94,Corse,00-04 ans,4232.8042328,0.0,5217.3913043
2021-06-21,2021-S25,94,Corse,05-14 ans,0.0,0.0,2608.6956522
2021-06-28,2021-S26,94,Corse,05-14 ans,0.0,0.0,3100.7751938
2021-06-28,2021-S26,94,Corse,15-64 ans,129.70168612,0.0,1724.137931
2021-06-28,2021-S26,94,Corse,65 ans ou plus,827.81456954,781.25,5952.3809524
2021-06-28,2021-S26,94,Corse,Tous âges,403.38846309,401.6064257,2916.6666667
2021-07-05,2021-S27,94,Corse,65 ans ou plus,505.05050505,403.22580645,6097.5609756
2024-07-29,2024-S31,84,Auvergne et Rhône-Alpes,05-14 ans,167.58439071,0.0,2691.7900404
2024-07-29,2024-S31,84,Auvergne et Rhône-Alpes,15-64 ans,200.2670227,37.037037037,2087.9120879
2024-07-29,2024-S31,84,Auvergne et Rhône-Alpes,Tous âges,238.71673025,160.92262304,2295.6841139
2024-08-05,2024-S32,84,Auvergne et Rhône-Alpes,00-04 ans,133.08490817,496.27791563,2343.75
2024-08-05,2024-S32,84,Auvergne et Rhône-Alpes,05-14 ans,49.115913556,0.0,2040.8163265
2024-08-05,2024-S32,84,Auvergne et Rhône-Alpes,Tous âges,187.69787427,217.21422753,2122.9544449
2024-08-12,2024-S33,84,Auvergne et Rhône-Alpes,15-64 ans,226.7849188,38.44675125,1867.7807815
2024-08-19,2024-S34,84,Auvergne et Rhône-Alpes,05-14 ans,50.594485201,0.0,3417.5334324
2024-08-26,2024-S35,84,Auvergne et Rhône-Alpes,05-14 ans,73.87343019,0.0,3174.6031746
2024-09-02,2024-S36,84,Auvergne et Rhône-Alpes,05-14 ans,88.928412628,0.0,3667.4816626
2024-09-09,2024-S37,84,Auvergne et Rhône-Alpes,00-04 ans,239.46360153,616.0164271,3771.7601547
2024-09-09,2024-S37,84,Auvergne et Rhône-Alpes,65 ans ou plus,238.47376789,351.40562249,3412.0734908
2024-09-23,2024-S39,84,Auvergne et Rhône-Alpes,05-14 ans,127.27272727,0.0,3636.3636364
2024-09-23,2024-S39,84,Auvergne et Rhône-Alpes,15-64 ans,481.95698838,425.03863988,3972.1254355
2024-09-23,2024-S39,84,Auvergne et Rhône-Alpes,65 ans ou plus,651.80426979,644.39140811,5075.3370341
2024-09-30,2024-S40,84,Auvergne et Rhône-Alpes,15-64 ans,509.32391358,233.82696804,4083.5053911
2024-10-07,2024-S41,84,Auvergne et Rhône-Alpes,15-64 ans,504.96954152,305.81039755,4579.8030685
2024-10-14,2024-S42,84,Auvergne et Rhône-Alpes,65 ans ou plus,622.75901113,559.3385214,6944.4444444
2024-10-21,2024-S43,84,Auvergne et Rhône-Alpes,05-14 ans,177.0806982,306.74846626,3937.007874
2024-10-21,2024-S43,84,Auvergne et Rhône-Alpes,15-64 ans,468.28787381,382.84839204,4175.7708182
2024-10-28,2024-S44,84,Auvergne et Rhône-Alpes,00-04 ans,476.19047619,715.99045346,2759.8896044
2024-11-04,2024-S45,84,Auvergne et Rhône-Alpes,65 ans ou plus,664.22795533,404.66555582,6503.4429992
2024-11-11,2024-S46,84,Auvergne et Rhône-Alpes,65 ans ou plus,664.51872735,650.32516258,6259.314456
2024-11-18,2024-S47,84,Auvergne et Rhône-Alpes,Tous âges,396.59796887,319.8567042,4263.7138857
2024-11-25,2024-S48,84,Auvergne et Rhône-Alpes,15-64 ans,400.4046194,147.81966001,3583.6177474
2024-11-25,2024-S48,84,Auvergne et Rhône-Alpes,65 ans ou plus,606.00230858,476.07712449,6125.6961018
2024-12-02,2024-S49,84,Auvergne et Rhône-Alpes,15-64 ans,420.49257702,360.86607859,4522.1445221
2024-12-02,2024-S49,84,Auvergne et Rhône-Alpes,65 ans ou plus,664.58170446,557.88005579,7188.4984026
2024-12-09,2024-S50,84,Auvergne et Rhône-Alpes,65 ans ou plus,641.14832536,612.19684483,6405.1240993
2024-12-16,2024-S51,84,Auvergne et Rhône-Alpes,00-04 ans,842.45998315,733.13782991,3043.2136336
2024-12-23,2024-S52,84,Auvergne et Rhône-Alpes,00-04 ans,766.22813358,574.71264368,3991.7412251
2024-12-23,2024-S52,84,Auvergne et Rhône-Alpes,05-14 ans,532.81666263,0.0,5677.2908367
2019-12-30,2020-S01,93,Provence-Alpes-Côte d'Azur,05-14 ans,1162.1764395,0.0,5497.7711738
2019-12-30,2020-S01,93,Provence-Alpes-Côte d'Azur,15-64 ans,883.77075522,381.67938931,6598.004506
2020-01-06,2020-S02,93,Provence-Alpes-Côte d'Azur,00-04 ans,1151.5151515,436.68122271,5570.2917772
2020-01-06,2020-S02,93,Provence-Alpes-Côte d'Azur,15-64 ans,674.12606852,319.87205118,5580.5805806
2020-01-13,2020-S03,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,1187.4105866,754.49796866,12126.387703
2020-01-13,2020-S03,93,Provence-Alpes-Côte d'Azur,Tous âges,886.03620888,624.07132244,7115.8213475
2020-01-20,2020-S04,93,Provence-Alpes-Côte d'Azur,00-04 ans,1315.1927438,530.03533569,7919.0751445
2020-01-20,2020-S04,93,Provence-Alpes-Côte d'Azur,15-64 ans,768.24583867,355.7312253,6185.5670103
2020-02-03,2020-S06,93,Provence-Alpes-Côte d'Azur,00-04 ans,1000.9099181,731.26142596,6988.5641677
2020-02-03,2020-S06,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,1140.0883568,1188.6619933,11969.111969
2020-02-10,2020-S07,93,Provence-Alpes-Côte d'Azur,00-04 ans,1197.8704525,714.28571429,7931.8448884
2020-02-10,2020-S07,93,Provence-Alpes-Côte d'Azur,15-64 ans,796.58053235,386.24951719,6512.8205128
2020-02-24,2020-S09,93,Provence-Alpes-Côte d'Azur,05-14 ans,444.60911449,0.0,7244.6555819
2020-02-24,2020-S09,93,Provence-Alpes-Côte d'Azur,Tous âges,963.19723979,788.83495146,8062.3608018
2020-03-02,2020-S10,93,Provence-Alpes-Côte d'Azur,00-04 ans,1043.419724,483.09178744,6763.6986301
2020-03-09,2020-S11,93,Provence-Alpes-Côte d'Azur,00-04 ans,1252.8849324,1149.4252874,7042.2535211
2020-03-09,2020-S11,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,969.8465879,755.23515276,11099.585062
2020-03-16,2020-S12,93,Provence-Alpes-Côte d'Azur,00-04 ans,981.52424942,967.74193548,5719.7330791
2020-03-16,2020-S12,93,Provence-Alpes-Côte d'Azur,05-14 ans,1190.4761905,0.0,5029.5857988
2020-03-16,2020-S12,93,Provence-Alpes-Côte d'Azur,Tous âges,1449.9907447,1315.2486642,4689.0756303
2020-03-23,2020-S13,93,Provence-Alpes-Côte d'Azur,00-04 ans,739.3715342,497.51243781,3050.8474576
2020-03-23,2020-S13,93,Provence-Alpes-Côte d'Azur,05-14 ans,733.49633252,719.42446043,2475.2475248
2020-03-23,2020-S13,93,Provence-Alpes-Côte d'Azur,15-64 ans,1244.5944521,1110.1243339,2253.1870738
2020-03-23,2020-S13,93,Provence-Alpes-Côte d'Azur,Tous âges,1016.4443869,725.9172062,2632.5478645
2020-03-30,2020-S14,93,Provence-Alpes-Côte d'Azur,00-04 ans,502.00803213,0.0,2444.9877751
2020-03-30,2020-S14,93,Provence-Alpes-Côte d'Azur,05-14 ans,530.50397878,0.0,3333.3333333
2020-04-06,2020-S15,93,Provence-Alpes-Côte d'Azur,05-14 ans,219.29824561,0.0,1823.7082067
2020-04-06,2020-S15,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,359.46978207,344.16826004,1440.0
2020-04-13,2020-S16,93,Provence-Alpes-Côte d'Azur,00-04 ans,172.86084702,0.0,1234.5679012
2020-04-20,2020-S17,93,Provence-Alpes-Côte d'Azur,15-64 ans,311.72739976,373.65716955,774.8776509
2020-04-27,2020-S18,93,Provence-Alpes-Côte d'Azur,05-14 ans,0.0,0.0,759.49367089
2020-05-04,2020-S19,93,Provence-Alpes-Côte d'Azur,Tous âges,125.75320933,144.71780029,1034.7682119
2020-05-11,2020-S20,93,Provence-Alpes-Côte d'Azur,00-04 ans,72.25433526,0.0,1538.4615385
2020-05-11,2020-S20,93,Provence-Alpes-Côte d'Azur,15-64 ans,90.744101633,84.566596195,738.61304883
2020-05-11,2020-S20,93,Provence-Alpes-Côte d'Azur,Tous âges,103.39123242,106.76156584,976.38510445
2020-05-18,2020-S21,93,Provence-Alpes-Côte d'Azur,05-14 ans,57.87037037,0.0,795.75596817
2020-05-18,2020-S21,93,Provence-Alpes-Côte d'Azur,15-64 ans,149.4533155,82.67879289,543.47826087
2020-05-25,2020-S22,93,Provence-Alpes-Côte d'Azur,00-04 ans,0.0,0.0,1288.6597938
2020-05-25,2020-S22,93,Provence-Alpes-Côte d'Azur,05-14 ans,163.30974415,0.0,240.38461538
2020-05-25,2020-S22,93,Provence-Alpes-Côte d'Azur,Tous âges,157.56749851,218.9289323,677.06196143
2020-06-01,2020-S23,93,Provence-Alpes-Côte d'Azur,15-64 ans,93.036570529,78.833267639,593.08072488
2020-06-08,2020-S24,93,Provence-Alpes-Côte d'Azur,15-64 ans,80.941869021,0.0,726.74418605
2020-06-08,2020-S24,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,182.20467659,152.53203173,1133.6032389
2020-06-08,2020-S24,93,Provence-Alpes-Côte d'Azur,Tous âges,108.96441893,93.501636279,831.94675541
2020-06-15,2020-S25,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,147.71048744,149.8351813,1749.0494297
2020-06-15,2020-S25,93,Provence-Alpes-Côte d'Azur,Tous âges,86.393088553,165.14036931,896.49551752
2020-06-22,2020-S26,93,Provence-Alpes-Côte d'Azur,00-04 ans,139.79496738,0.0,2214.0221402
2020-06-22,2020-S26,93,Provence-Alpes-Côte d'Azur,15-64 ans,64.42468754,103.16368638,880.55130168
2020-06-22,2020-S26,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,101.49340293,119.79634621,1025.6410256
2020-06-22,2020-S26,93,Provence-Alpes-Côte d'Azur,Tous âges,74.07681766,102.89578127,1072.0667064
2020-06-29,2020-S27,93,Provence-Alpes-Côte d'Azur,00-04 ans,131.63668276,0.0,2872.0626632
2020-06-29,2020-S27,93,Provence-Alpes-Côte d'Azur,Tous âges,114.563941,89.232599643,1424.8021108
2020-07-06,2020-S28,93,Provence-Alpes-Côte d'Azur,05-14 ans,192.30769231,0.0,2514.2857143
2020-07-13,2020-S29,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,273.67268747,182.92682927,2215.1898734
2020-07-13,2020-S29,93,Provence-Alpes-Côte d'Azur,Tous âges,286.17063756,236.51145602,2723.2334814
2020-07-20,2020-S30,93,Provence-Alpes-Côte d'Azur,00-04 ans,161.35538524,0.0,3459.6375618
2020-07-20,2020-S30,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,240.69092454,278.20710974,2445.6521739
2020-07-20,2020-S30,93,Provence-Alpes-Côte d'Azur,Tous âges,216.72572156,209.14251569,2588.042588
2020-07-27,2020-S31,93,Provence-Alpes-Côte d'Azur,00-04 ans,78.74015748,0.0,1851.8518519
2020-07-27,2020-S31,93,Provence-Alpes-Côte d'Azur,15-64 ans,175.89650477,227.19896138,1817.0985999
2020-08-03,2020-S32,93,Provence-Alpes-Côte d'Azur,Tous âges,151.57006821,119.65300628,2281.124498
2020-08-10,2020-S33,93,Provence-Alpes-Côte d'Azur,00-04 ans,70.422535211,0.0,2471.169687
2020-08-10,2020-S33,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,267.45119016,233.98654577,2160.2787456
2020-08-10,2020-S33,93,Provence-Alpes-Côte d'Azur,Tous âges,200.67099363,184.60664584,1787.7274923
2020-08-17,2020-S34,93,Provence-Alpes-Côte d'Azur,00-04 ans,225.22522523,300.3003003,2742.2303473
2020-08-17,2020-S34,93,Provence-Alpes-Côte d'Azur,Tous âges,200.96198195,189.17345751,2010.1351351
2020-08-31,2020-S36,93,Provence-Alpes-Côte d'Azur,05-14 ans,85.360648741,0.0,3937.007874
2020-08-31,2020-S36,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,322.3915592,310.46258926,2032.5203252
2020-09-07,2020-S37,93,Provence-Alpes-Côte d'Azur,05-14 ans,666.03235014,0.0,5882.3529412
2020-09-14,2020-S38,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,326.60332542,276.32790912,3459.6375618
2020-09-14,2020-S38,93,Provence-Alpes-Côte d'Azur,Tous âges,344.88888889,348.22104466,4568.2960256
2020-09-28,2020-S40,93,Provence-Alpes-Côte d'Azur,00-04 ans,689.35803533,1337.7926421,7241.7465389
2020-09-28,2020-S40,93,Provence-Alpes-Côte d'Azur,05-14 ans,303.72057707,0.0,4513.3991537
2020-09-28,2020-S40,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,305.95074193,246.30541872,4412.8646223
2020-10-05,2020-S41,93,Provence-Alpes-Côte d'Azur,00-04 ans,647.77327935,604.22960725,8453.6082474
2020-10-05,2020-S41,93,Provence-Alpes-Côte d'Azur,15-64 ans,416.69942606,163.46546792,4282.6552463
2020-10-12,2020-S42,93,Provence-Alpes-Côte d'Azur,00-04 ans,555.99682288,660.0660066,7692.3076923
2020-10-12,2020-S42,93,Provence-Alpes-Côte d'Azur,05-14 ans,197.94140934,0.0,4545.4545455
2020-10-12,2020-S42,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,303.76670717,272.64465314,3529.4117647
2020-10-19,2020-S43,93,Provence-Alpes-Côte d'Azur,00-04 ans,913.06073839,955.41401274,6580.493537
2020-10-19,2020-S43,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,377.2446054,328.35820896,4656.1604585
2020-10-19,2020-S43,93,Provence-Alpes-Côte d'Azur,Tous âges,352.1274366,282.61893547,4491.8487686
2020-10-26,2020-S44,93,Provence-Alpes-Côte d'Azur,00-04 ans,358.10205909,373.13432836,7122.0930233
2020-10-26,2020-S44,93,Provence-Alpes-Côte d'Azur,15-64 ans,336.7301728,126.15643398,2932.6574946
2020-10-26,2020-S44,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,498.0906525,341.191067,3448.2758621
2020-11-09,2020-S46,93,Provence-Alpes-Côte d'Azur,Tous âges,201.68232574,203.4243092,2430.196484
2020-11-16,2020-S47,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,182.24895207,132.144037,2115.9874608
2020-11-23,2020-S48,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,159.94313133,163.88069485,1515.1515152
2020-11-30,2020-S49,93,Provence-Alpes-Côte d'Azur,00-04 ans,453.40050378,357.14285714,6918.9189189
2020-11-30,2020-S49,93,Provence-Alpes-Côte d'Azur,15-64 ans,140.21312395,0.0,2408.2993701
2020-12-07,2020-S50,93,Provence-Alpes-Côte d'Azur,Tous âges,219.35965649,185.06056528,3134.479272
2020-12-14,2020-S51,93,Provence-Alpes-Côte d'Azur,15-64 ans,274.09372237,222.22222222,2735.7811375
2020-12-14,2020-S51,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,150.62761506,127.18600954,1288.4753042
2020-12-21,2020-S52,93,Provence-Alpes-Côte d'Azur,00-04 ans,486.61800487,651.46579805,7262.5698324
2020-12-21,2020-S52,93,Provence-Alpes-Côte d'Azur,Tous âges,285.26000748,263.38893766,4144.2691174
2020-12-28,2020-S53,93,Provence-Alpes-Côte d'Azur,05-14 ans,65.274151436,0.0,4288.9390519
2020-12-28,2020-S53,93,Provence-Alpes-Côte d'Azur,Tous âges,216.94977843,130.25073266,5212.0427323
2021-01-04,2021-S01,93,Provence-Alpes-Côte d'Azur,05-14 ans,97.608589556,0.0,1446.9453376
2021-01-04,2021-S01,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,406.50406504,333.83915023,3860.1602331
2021-01-18,2021-S03,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,181.36850783,183.15018315,3523.2383808
2021-01-25,2021-S04,93,Provence-Alpes-Côte d'Azur,05-14 ans,121.55591572,0.0,6637.6496192
2021-01-25,2021-S04,93,Provence-Alpes-Côte d'Azur,Tous âges,274.77397625,145.20813166,5871.4462299
2021-02-01,2021-S05,93,Provence-Alpes-Côte d'Azur,00-04 ans,936.76814988,502.51256281,9710.7438017
2021-02-01,2021-S05,93,Provence-Alpes-Côte d'Azur,05-14 ans,145.29604068,0.0,4793.0283224
2021-02-01,2021-S05,93,Provence-Alpes-Côte d'Azur,15-64 ans,268.63666891,170.64846416,3467.4517501
2021-02-08,2021-S06,93,Provence-Alpes-Côte d'Azur,15-64 ans,214.78727798,84.67400508,4270.8003796
2021-02-15,2021-S07,93,Provence-Alpes-Côte d'Azur,15-64 ans,174.67248908,79.522862823,3557.0469799
2021-02-22,2021-S08,93,Provence-Alpes-Côte d'Azur,05-14 ans,494.55984174,408.16326531,8112.324493
2021-02-22,2021-S08,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,286.24347533,297.61904762,3414.2640364
2021-03-01,2021-S09,93,Provence-Alpes-Côte d'Azur,15-64 ans,233.55077716,80.064051241,3436.7701034
2021-03-08,2021-S10,93,Provence-Alpes-Côte d'Azur,00-04 ans,841.2582297,279.32960894,9540.9540954
2021-03-08,2021-S10,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,160.9787508,153.65703749,3448.2758621
2021-03-08,2021-S10,93,Provence-Alpes-Côte d'Azur,Tous âges,215.23716699,108.47667751,4324.9281838
2021-03-15,2021-S11,93,Provence-Alpes-Côte d'Azur,00-04 ans,965.87250483,253.8071066,11297.915266
2021-03-15,2021-S11,93,Provence-Alpes-Côte d'Azur,Tous âges,292.28058937,153.70427298,5020.6012513
2021-03-22,2021-S12,93,Provence-Alpes-Côte d'Azur,00-04 ans,1112.0615911,1414.1414141,10235.219326
2021-03-29,2021-S13,93,Provence-Alpes-Côte d'Azur,05-14 ans,321.31381649,395.256917,5137.39546
2021-03-29,2021-S13,93,Provence-Alpes-Côte d'Azur,Tous âges,349.96276992,188.13314038,5832.4162867
2021-04-05,2021-S14,93,Provence-Alpes-Côte d'Azur,00-04 ans,1369.8630137,809.71659919,11970.260223
2021-04-05,2021-S14,93,Provence-Alpes-Côte d'Azur,15-64 ans,203.48179968,112.48593926,3368.9126084
2021-04-05,2021-S14,93,Provence-Alpes-Côte d'Azur,Tous âges,422.34063548,296.03315571,5783.2070512
2021-04-12,2021-S15,93,Provence-Alpes-Côte d'Azur,15-64 ans,204.48289422,38.182512409,3048.3531885
2021-04-12,2021-S15,93,Provence-Alpes-Côte d'Azur,Tous âges,314.11834621,139.92537313,3590.85963
2021-04-19,2021-S16,93,Provence-Alpes-Côte d'Azur,00-04 ans,807.10250202,857.14285714,6333.3333333
2021-04-19,2021-S16,93,Provence-Alpes-Côte d'Azur,15-64 ans,145.58271397,39.154267815,2294.2461763
2021-04-26,2021-S17,93,Provence-Alpes-Côte d'Azur,05-14 ans,93.808630394,418.41004184,1927.1948608
2021-05-03,2021-S18,93,Provence-Alpes-Côte d'Azur,00-04 ans,619.06727198,0.0,5292.4791086
2021-05-03,2021-S18,93,Provence-Alpes-Côte d'Azur,05-14 ans,68.166325835,0.0,2622.9508197
2021-05-03,2021-S18,93,Provence-Alpes-Côte d'Azur,15-64 ans,145.53922282,36.941263391,1245.5516014
2021-05-03,2021-S18,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,185.04240555,92.879256966,1829.7533811
2021-05-10,2021-S19,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,184.21860608,226.39068564,1881.3314038
2021-05-24,2021-S21,93,Provence-Alpes-Côte d'Azur,15-64 ans,146.4713715,0.0,2538.5604113
2021-05-31,2021-S22,93,Provence-Alpes-Côte d'Azur,05-14 ans,311.61473088,328.94736842,4719.3877551
2021-05-31,2021-S22,93,Provence-Alpes-Côte d'Azur,Tous âges,288.54080791,245.91349631,3490.6588004
2021-06-07,2021-S23,93,Provence-Alpes-Côte d'Azur,00-04 ans,486.91418138,240.38461538,6769.2307692
2021-06-07,2021-S23,93,Provence-Alpes-Côte d'Azur,15-64 ans,148.1664403,69.93006993,2053.8243626
2021-06-14,2021-S24,93,Provence-Alpes-Côte d'Azur,00-04 ans,740.94401756,227.27272727,5821.5962441
2021-07-05,2021-S27,93,Provence-Alpes-Côte d'Azur,05-14 ans,247.43725698,0.0,2743.902439
2021-07-12,2021-S28,93,Provence-Alpes-Côte d'Azur,Tous âges,248.32682233,130.7949426,3030.3030303
2021-07-19,2021-S29,93,Provence-Alpes-Côte d'Azur,Tous âges,272.89533144,127.94995735,3632.255822
2021-07-26,2021-S30,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,331.69696166,186.50917003,3483.4324554
2021-08-02,2021-S31,93,Provence-Alpes-Côte d'Azur,15-64 ans,255.38124772,131.44922774,3231.3509797
2021-08-09,2021-S32,93,Provence-Alpes-Côte d'Azur,15-64 ans,226.0815949,61.842918986,2686.1611697
2021-08-09,2021-S32,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,172.2082395,213.08980213,4162.8122109
2021-08-16,2021-S33,93,Provence-Alpes-Côte d'Azur,05-14 ans,161.86468113,0.0,1399.688958
2021-08-16,2021-S33,93,Provence-Alpes-Côte d'Azur,15-64 ans,281.73423071,62.092517852,3761.6511318
2021-08-16,2021-S33,93,Provence-Alpes-Côte d'Azur,Tous âges,280.89039234,197.8239367,3269.5086705
2021-08-23,2021-S34,93,Provence-Alpes-Côte d'Azur,05-14 ans,111.27596439,0.0,2028.3975659
2021-08-23,2021-S34,93,Provence-Alpes-Côte d'Azur,15-64 ans,318.45289792,177.87264319,2822.4483098
2021-08-30,2021-S35,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,208.62308762,186.97413524,2819.5488722
2021-09-06,2021-S36,93,Provence-Alpes-Côte d'Azur,15-64 ans,254.21626984,176.92852088,3555.9986707
2021-09-06,2021-S36,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,227.75800712,126.26262626,3505.5350554
2021-09-20,2021-S38,93,Provence-Alpes-Côte d'Azur,00-04 ans,801.06809079,847.45762712,7026.5638389
2021-09-20,2021-S38,93,Provence-Alpes-Côte d'Azur,Tous âges,407.21545399,140.27431421,5740.0838439
2021-09-27,2021-S39,93,Provence-Alpes-Côte d'Azur,00-04 ans,480.07681229,220.26431718,6371.1911357
2021-10-04,2021-S40,93,Provence-Alpes-Côte d'Azur,00-04 ans,694.44444444,628.93081761,8320.1267829
2021-10-04,2021-S40,93,Provence-Alpes-Côte d'Azur,15-64 ans,476.6633565,158.98251192,7524.4544771
2021-10-04,2021-S40,93,Provence-Alpes-Côte d'Azur,Tous âges,453.97567503,266.20732853,7248.4673639
2021-10-18,2021-S42,93,Provence-Alpes-Côte d'Azur,15-64 ans,471.79083939,114.06844106,7860.6965174
